,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
26,4.7E+06,8.1E+07,8.3E+08,6.5E+09,4.3E+10,2.5E+11,1.3E+12,6.3E+12,2.9E+13,1.2E+14,5.1E+14,2.0E+15,7.6E+15,2.8E+16,1.0E+17,3.5E+17,1.2E+18,4.0E+18,1.3E+19,4.2E+19,1.3E+20,4.1E+20,1.2E+21,3.8E+21,1.1E+22,3.3E+22,9.6E+22,2.7E+23,7.8E+23,2.2E+24,6.2E+24,1.7E+25,4.7E+25,1.3E+26,3.5E+26,9.3E+26,2.5E+27,6.5E+27,1.7E+28,4.5E+28,1.2E+29,3.0E+29,7.8E+29,2.0E+30,5.0E+30,1.3E+31,3.2E+31,8.0E+31,2.0E+32,5.0E+32,1.2E+33,3.0E+33,7.5E+33,1.8E+34,4.4E+34,1.1E+35,2.6E+35,6.3E+35,1.5E+36,3.6E+36,8.6E+36,2.1E+37,4.9E+37,1.2E+38,2.7E+38,6.4E+38,1.5E+39,3.5E+39,8.2E+39,1.9E+40,4.4E+40,1.0E+41,2.4E+41,5.5E+41,1.3E+42,2.9E+42,6.6E+42,1.5E+43,3.4E+43,7.8E+43,1.8E+44,4.0E+44,9.1E+44,2.1E+45,4.7E+45,1.0E+46,2.4E+46,5.3E+46,1.2E+47,2.6E+47,5.9E+47,1.3E+48,2.9E+48,6.5E+48,1.4E+49,3.2E+49,7.1E+49,1.6E+50,3.4E+50,7.6E+50,1.7E+51,3.7E+51,8.0E+51,1.8E+52,3.8E+52,8.4E+52,1.8E+53,4.0E+53,8.7E+53,1.9E+54,4.1E+54,8.9E+54,1.9E+55,4.2E+55,9.0E+55,1.9E+56,4.2E+56,9.1E+56,2.0E+57,4.2E+57
27,8.6E+06,1.5E+08,1.6E+09,1.3E+10,8.8E+10,5.2E+11,2.8E+12,1.4E+13,6.4E+13,2.8E+14,1.2E+15,4.7E+15,1.8E+16,6.8E+16,2.5E+17,8.7E+17,3.0E+18,1.0E+19,3.4E+19,1.1E+20,3.5E+20,1.1E+21,3.4E+21,1.0E+22,3.1E+22,9.3E+22,2.7E+23,8.0E+23,2.3E+24,6.6E+24,1.9E+25,5.2E+25,1.4E+26,4.0E+26,1.1E+27,2.9E+27,7.9E+27,2.1E+28,5.6E+28,1.5E+29,3.9E+29,1.0E+30,2.6E+30,6.7E+30,1.7E+31,4.4E+31,1.1E+32,2.8E+32,7.1E+32,1.8E+33,4.4E+33,1.1E+34,2.7E+34,6.7E+34,1.6E+35,4.0E+35,9.8E+35,2.4E+36,5.8E+36,1.4E+37,3.3E+37,8.0E+37,1.9E+38,4.6E+38,1.1E+39,2.6E+39,6.0E+39,1.4E+40,3.3E+40,7.8E+40,1.8E+41,4.3E+41,9.9E+41,2.3E+42,5.3E+42,1.2E+43,2.8E+43,6.5E+43,1.5E+44,3.4E+44,7.9E+44,1.8E+45,4.1E+45,9.3E+45,2.1E+46,4.8E+46,1.1E+47,2.4E+47,5.5E+47,1.2E+48,2.8E+48,6.2E+48,1.4E+49,3.1E+49,6.9E+49,1.5E+50,3.4E+50,7.6E+50,1.7E+51,3.7E+51,8.2E+51,1.8E+52,4.0E+52,8.8E+52,1.9E+53,4.3E+53,9.3E+53,2.0E+54,4.5E+54,9.8E+54,2.1E+55,4.6E+55,1.0E+56,2.2E+56,4.8E+56,1.0E+57,2.2E+57,4.9E+57,1.1E+58,2.3E+58
28,1.6E+07,2.9E+08,3.2E+09,2.6E+10,1.8E+11,1.1E+12,6.0E+12,3.0E+13,1.4E+14,6.4E+14,2.7E+15,1.1E+16,4.3E+16,1.6E+17,6.1E+17,2.2E+18,7.6E+18,2.6E+19,8.8E+19,2.9E+20,9.3E+20,3.0E+21,9.3E+21,2.9E+22,8.7E+22,2.6E+23,7.8E+23,2.3E+24,6.7E+24,1.9E+25,5.5E+25,1.6E+26,4.4E+26,1.2E+27,3.3E+27,9.1E+27,2.5E+28,6.7E+28,1.8E+29,4.8E+29,1.3E+30,3.3E+30,8.7E+30,2.3E+31,5.8E+31,1.5E+32,3.8E+32,9.8E+32,2.5E+33,6.2E+33,1.6E+34,3.9E+34,9.8E+34,2.4E+35,6.0E+35,1.5E+36,3.6E+36,8.9E+36,2.2E+37,5.3E+37,1.3E+38,3.1E+38,7.4E+38,1.8E+39,4.2E+39,1.0E+40,2.4E+40,5.7E+40,1.3E+41,3.2E+41,7.5E+41,1.8E+42,4.1E+42,9.6E+42,2.2E+43,5.2E+43,1.2E+44,2.8E+44,6.4E+44,1.5E+45,3.4E+45,7.8E+45,1.8E+46,4.1E+46,9.3E+46,2.1E+47,4.8E+47,1.1E+48,2.5E+48,5.6E+48,1.3E+49,2.9E+49,6.4E+49,1.4E+50,3.2E+50,7.2E+50,1.6E+51,3.6E+51,8.0E+51,1.8E+52,4.0E+52,8.8E+52,2.0E+53,4.3E+53,9.6E+53,2.1E+54,4.6E+54,1.0E+55,2.2E+55,4.9E+55,1.1E+56,2.4E+56,5.2E+56,1.1E+57,2.5E+57,5.4E+57,1.2E+58,2.6E+58,5.5E+58,1.2E+59
29,2.9E+07,5.6E+08,6.3E+09,5.3E+10,3.7E+11,2.3E+12,1.3E+13,6.6E+13,3.2E+14,1.4E+15,6.2E+15,2.6E+16,1.0E+17,3.9E+17,1.5E+18,5.4E+18,1.9E+19,6.6E+19,2.2E+20,7.5E+20,2.5E+21,7.9E+21,2.5E+22,7.8E+22,2.4E+23,7.3E+23,2.2E+24,6.6E+24,1.9E+25,5.6E+25,1.6E+26,4.6E+26,1.3E+27,3.7E+27,1.0E+28,2.8E+28,7.7E+28,2.1E+29,5.7E+29,1.5E+30,4.1E+30,1.1E+31,2.8E+31,7.4E+31,1.9E+32,5.0E+32,1.3E+33,3.3E+33,8.5E+33,2.2E+34,5.5E+34,1.4E+35,3.5E+35,8.7E+35,2.2E+36,5.4E+36,1.3E+37,3.3E+37,8.0E+37,2.0E+38,4.8E+38,1.2E+39,2.8E+39,6.8E+39,1.6E+40,3.9E+40,9.4E+40,2.2E+41,5.3E+41,1.3E+42,3.0E+42,7.1E+42,1.7E+43,3.9E+43,9.2E+43,2.2E+44,5.0E+44,1.2E+45,2.7E+45,6.3E+45,1.5E+46,3.4E+46,7.7E+46,1.8E+47,4.1E+47,9.3E+47,2.1E+48,4.9E+48,1.1E+49,2.5E+49,5.7E+49,1.3E+50,2.9E+50,6.6E+50,1.5E+51,3.4E+51,7.5E+51,1.7E+52,3.8E+52,8.5E+52,1.9E+53,4.2E+53,9.4E+53,2.1E+54,4.6E+54,1.0E+55,2.3E+55,5.0E+55,1.1E+56,2.5E+56,5.4E+56,1.2E+57,2.6E+57,5.7E+57,1.3E+58,2.8E+58,6.0E+58,1.3E+59,2.9E+59,6.3E+59
30,5.4E+07,1.1E+09,1.2E+10,1.1E+11,7.6E+11,4.8E+12,2.7E+13,1.4E+14,7.0E+14,3.2E+15,1.4E+16,5.9E+16,2.4E+17,9.4E+17,3.6E+18,1.3E+19,4.7E+19,1.7E+20,5.7E+20,1.9E+21,6.4E+21,2.1E+22,6.7E+22,2.1E+23,6.6E+23,2.0E+24,6.2E+24,1.9E+25,5.5E+25,1.6E+26,4.7E+26,1.4E+27,3.9E+27,1.1E+28,3.1E+28,8.6E+28,2.4E+29,6.5E+29,1.8E+30,4.8E+30,1.3E+31,3.5E+31,9.2E+31,2.4E+32,6.4E+32,1.7E+33,4.3E+33,1.1E+34,2.9E+34,7.4E+34,1.9E+35,4.8E+35,1.2E+36,3.1E+36,7.7E+36,1.9E+37,4.8E+37,1.2E+38,2.9E+38,7.2E+38,1.8E+39,4.3E+39,1.1E+40,2.6E+40,6.2E+40,1.5E+41,3.6E+41,8.7E+41,2.1E+42,5.0E+42,1.2E+43,2.8E+43,6.7E+43,1.6E+44,3.7E+44,8.8E+44,2.1E+45,4.8E+45,1.1E+46,2.6E+46,6.1E+46,1.4E+47,3.3E+47,7.6E+47,1.8E+48,4.0E+48,9.3E+48,2.1E+49,4.9E+49,1.1E+50,2.5E+50,5.8E+50,1.3E+51,3.0E+51,6.8E+51,1.5E+52,3.5E+52,7.8E+52,1.8E+53,3.9E+53,8.8E+53,2.0E+54,4.4E+54,9.9E+54,2.2E+55,4.9E+55,1.1E+56,2.4E+56,5.4E+56,1.2E+57,2.7E+57,5.9E+57,1.3E+58,2.9E+58,6.3E+58,1.4E+59,3.0E+59,6.7E+59,1.5E+60,3.2E+60
31,9.9E+07,2.0E+09,2.4E+10,2.1E+11,1.6E+12,1.0E+13,5.8E+13,3.1E+14,1.5E+15,7.2E+15,3.2E+16,1.4E+17,5.6E+17,2.2E+18,8.6E+18,3.2E+19,1.2E+20,4.2E+20,1.5E+21,5.0E+21,1.7E+22,5.5E+22,1.8E+23,5.7E+23,1.8E+24,5.6E+24,1.7E+25,5.2E+25,1.6E+26,4.6E+26,1.4E+27,3.9E+27,1.1E+28,3.3E+28,9.2E+28,2.6E+29,7.2E+29,2.0E+30,5.5E+30,1.5E+31,4.1E+31,1.1E+32,2.9E+32,7.9E+32,2.1E+33,5.5E+33,1.4E+34,3.8E+34,9.7E+34,2.5E+35,6.5E+35,1.7E+36,4.2E+36,1.1E+37,2.7E+37,6.8E+37,1.7E+38,4.3E+38,1.1E+39,2.6E+39,6.5E+39,1.6E+40,3.9E+40,9.6E+40,2.3E+41,5.7E+41,1.4E+42,3.3E+42,8.0E+42,1.9E+43,4.6E+43,1.1E+44,2.6E+44,6.3E+44,1.5E+45,3.5E+45,8.3E+45,2.0E+46,4.6E+46,1.1E+47,2.5E+47,5.9E+47,1.4E+48,3.2E+48,7.4E+48,1.7E+49,4.0E+49,9.1E+49,2.1E+50,4.8E+50,1.1E+51,2.5E+51,5.8E+51,1.3E+52,3.0E+52,6.9E+52,1.6E+53,3.5E+53,8.0E+53,1.8E+54,4.1E+54,9.2E+54,2.1E+55,4.6E+55,1.0E+56,2.3E+56,5.2E+56,1.2E+57,2.6E+57,5.8E+57,1.3E+58,2.8E+58,6.3E+58,1.4E+59,3.1E+59,6.8E+59,1.5E+60,3.3E+60,7.3E+60,1.6E+61
32,1.8E+08,3.8E+09,4.6E+10,4.2E+11,3.2E+12,2.1E+13,1.2E+14,6.6E+14,3.3E+15,1.6E+16,7.2E+16,3.1E+17,1.3E+18,5.3E+18,2.0E+19,7.8E+19,2.9E+20,1.0E+21,3.6E+21,1.3E+22,4.3E+22,1.4E+23,4.7E+23,1.5E+24,4.8E+24,1.5E+25,4.7E+25,1.4E+26,4.4E+26,1.3E+27,3.9E+27,1.1E+28,3.3E+28,9.5E+28,2.7E+29,7.7E+29,2.2E+30,6.1E+30,1.7E+31,4.7E+31,1.3E+32,3.5E+32,9.4E+32,2.5E+33,6.7E+33,1.8E+34,4.7E+34,1.2E+35,3.2E+35,8.4E+35,2.2E+36,5.6E+36,1.4E+37,3.7E+37,9.4E+37,2.4E+38,6.0E+38,1.5E+39,3.8E+39,9.4E+39,2.3E+40,5.8E+40,1.4E+41,3.5E+41,8.7E+41,2.1E+42,5.2E+42,1.3E+43,3.1E+43,7.4E+43,1.8E+44,4.3E+44,1.0E+45,2.5E+45,5.9E+45,1.4E+46,3.3E+46,7.9E+46,1.9E+47,4.4E+47,1.0E+48,2.4E+48,5.7E+48,1.3E+49,3.1E+49,7.2E+49,1.7E+50,3.9E+50,9.0E+50,2.1E+51,4.8E+51,1.1E+52,2.5E+52,5.8E+52,1.3E+53,3.0E+53,6.9E+53,1.6E+54,3.6E+54,8.1E+54,1.8E+55,4.2E+55,9.4E+55,2.1E+56,4.8E+56,1.1E+57,2.4E+57,5.4E+57,1.2E+58,2.7E+58,6.1E+58,1.4E+59,3.0E+59,6.7E+59,1.5E+60,3.3E+60,7.4E+60,1.6E+61,3.6E+61,8.0E+61
33,3.3E+08,7.2E+09,9.0E+10,8.3E+11,6.4E+12,4.3E+13,2.6E+14,1.4E+15,7.3E+15,3.5E+16,1.6E+17,7.1E+17,3.0E+18,1.2E+19,4.9E+19,1.9E+20,7.0E+20,2.6E+21,9.1E+21,3.2E+22,1.1E+23,3.7E+23,1.2E+24,4.0E+24,1.3E+25,4.1E+25,1.3E+26,4.0E+26,1.2E+27,3.7E+27,1.1E+28,3.3E+28,9.5E+28,2.8E+29,8.0E+29,2.3E+30,6.5E+30,1.8E+31,5.1E+31,1.4E+32,3.9E+32,1.1E+33,2.9E+33,8.0E+33,2.1E+34,5.7E+34,1.5E+35,4.0E+35,1.1E+36,2.8E+36,7.3E+36,1.9E+37,4.9E+37,1.3E+38,3.2E+38,8.2E+38,2.1E+39,5.3E+39,1.3E+40,3.3E+40,8.4E+40,2.1E+41,5.2E+41,1.3E+42,3.2E+42,7.8E+42,1.9E+43,4.7E+43,1.1E+44,2.8E+44,6.8E+44,1.6E+45,4.0E+45,9.5E+45,2.3E+46,5.5E+46,1.3E+47,3.1E+47,7.4E+47,1.8E+48,4.2E+48,9.8E+48,2.3E+49,5.4E+49,1.3E+50,3.0E+50,7.0E+50,1.6E+51,3.8E+51,8.8E+51,2.0E+52,4.7E+52,1.1E+53,2.5E+53,5.7E+53,1.3E+54,3.0E+54,6.9E+54,1.6E+55,3.6E+55,8.2E+55,1.9E+56,4.2E+56,9.6E+56,2.2E+57,4.9E+57,1.1E+58,2.5E+58,5.6E+58,1.3E+59,2.8E+59,6.4E+59,1.4E+60,3.2E+60,7.1E+60,1.6E+61,3.5E+61,7.9E+61,1.7E+62,3.9E+62
34,6.2E+08,1.4E+10,1.7E+11,1.7E+12,1.3E+13,8.8E+13,5.4E+14,3.0E+15,1.6E+16,7.8E+16,3.6E+17,1.6E+18,7.0E+18,2.9E+19,1.2E+20,4.5E+20,1.7E+21,6.3E+21,2.3E+22,8.0E+22,2.8E+23,9.5E+23,3.2E+24,1.0E+25,3.4E+25,1.1E+26,3.5E+26,1.1E+27,3.3E+27,1.0E+28,3.1E+28,9.2E+28,2.7E+29,8.0E+29,2.3E+30,6.7E+30,1.9E+31,5.5E+31,1.5E+32,4.3E+32,1.2E+33,3.3E+33,9.1E+33,2.5E+34,6.8E+34,1.8E+35,4.9E+35,1.3E+36,3.5E+36,9.1E+36,2.4E+37,6.3E+37,1.6E+38,4.2E+38,1.1E+39,2.8E+39,7.2E+39,1.8E+40,4.6E+40,1.2E+41,3.0E+41,7.4E+41,1.9E+42,4.6E+42,1.2E+43,2.9E+43,7.1E+43,1.7E+44,4.3E+44,1.0E+45,2.5E+45,6.2E+45,1.5E+46,3.6E+46,8.8E+46,2.1E+47,5.1E+47,1.2E+48,2.9E+48,6.9E+48,1.6E+49,3.9E+49,9.3E+49,2.2E+50,5.2E+50,1.2E+51,2.9E+51,6.7E+51,1.6E+52,3.6E+52,8.5E+52,2.0E+53,4.6E+53,1.1E+54,2.5E+54,5.7E+54,1.3E+55,3.0E+55,6.9E+55,1.6E+56,3.6E+56,8.3E+56,1.9E+57,4.3E+57,9.8E+57,2.2E+58,5.0E+58,1.1E+59,2.6E+59,5.8E+59,1.3E+60,3.0E+60,6.6E+60,1.5E+61,3.3E+61,7.5E+61,1.7E+62,3.7E+62,8.3E+62,1.9E+63
35,1.1E+09,2.6E+10,3.4E+11,3.3E+12,2.6E+13,1.8E+14,1.1E+15,6.4E+15,3.4E+16,1.7E+17,8.1E+17,3.7E+18,1.6E+19,6.7E+19,2.7E+20,1.1E+21,4.1E+21,1.5E+22,5.6E+22,2.0E+23,7.0E+23,2.4E+24,8.2E+24,2.7E+25,9.0E+25,2.9E+26,9.3E+26,2.9E+27,9.1E+27,2.8E+28,8.6E+28,2.6E+29,7.7E+29,2.3E+30,6.7E+30,2.0E+31,5.7E+31,1.6E+32,4.6E+32,1.3E+33,3.7E+33,1.0E+34,2.8E+34,7.7E+34,2.1E+35,5.7E+35,1.6E+36,4.2E+36,1.1E+37,3.0E+37,7.8E+37,2.1E+38,5.4E+38,1.4E+39,3.7E+39,9.5E+39,2.4E+40,6.3E+40,1.6E+41,4.1E+41,1.0E+42,2.6E+42,6.6E+42,1.7E+43,4.1E+43,1.0E+44,2.6E+44,6.3E+44,1.6E+45,3.8E+45,9.5E+45,2.3E+46,5.6E+46,1.4E+47,3.3E+47,8.1E+47,2.0E+48,4.7E+48,1.1E+49,2.7E+49,6.5E+49,1.5E+50,3.7E+50,8.7E+50,2.1E+51,4.9E+51,1.2E+52,2.7E+52,6.4E+52,1.5E+53,3.5E+53,8.2E+53,1.9E+54,4.5E+54,1.0E+55,2.4E+55,5.6E+55,1.3E+56,3.0E+56,6.8E+56,1.6E+57,3.6E+57,8.3E+57,1.9E+58,4.3E+58,9.9E+58,2.2E+59,5.1E+59,1.2E+60,2.6E+60,6.0E+60,1.3E+61,3.0E+61,6.9E+61,1.5E+62,3.5E+62,7.8E+62,1.8E+63,3.9E+63,8.8E+63
36,2.1E+09,4.9E+10,6.5E+11,6.5E+12,5.3E+13,3.7E+14,2.4E+15,1.4E+16,7.4E+16,3.7E+17,1.8E+18,8.3E+18,3.6E+19,1.5E+20,6.3E+20,2.5E+21,9.8E+21,3.7E+22,1.4E+23,5.0E+23,1.8E+24,6.1E+24,2.1E+25,7.1E+25,2.3E+26,7.7E+26,2.5E+27,7.9E+27,2.5E+28,7.7E+28,2.4E+29,7.2E+29,2.2E+30,6.5E+30,1.9E+31,5.7E+31,1.6E+32,4.8E+32,1.4E+33,3.9E+33,1.1E+34,3.1E+34,8.6E+34,2.4E+35,6.5E+35,1.8E+36,4.9E+36,1.3E+37,3.6E+37,9.5E+37,2.5E+38,6.7E+38,1.8E+39,4.7E+39,1.2E+40,3.2E+40,8.2E+40,2.1E+41,5.5E+41,1.4E+42,3.6E+42,9.1E+42,2.3E+43,5.8E+43,1.5E+44,3.7E+44,9.2E+44,2.3E+45,5.7E+45,1.4E+46,3.5E+46,8.5E+46,2.1E+47,5.1E+47,1.3E+48,3.0E+48,7.4E+48,1.8E+49,4.3E+49,1.0E+50,2.5E+50,6.0E+50,1.4E+51,3.4E+51,8.2E+51,1.9E+52,4.6E+52,1.1E+53,2.6E+53,6.1E+53,1.4E+54,3.4E+54,7.9E+54,1.8E+55,4.3E+55,1.0E+56,2.3E+56,5.4E+56,1.3E+57,2.9E+57,6.7E+57,1.6E+58,3.6E+58,8.2E+58,1.9E+59,4.3E+59,9.9E+59,2.3E+60,5.2E+60,1.2E+61,2.7E+61,6.1E+61,1.4E+62,3.1E+62,7.0E+62,1.6E+63,3.6E+63,8.1E+63,1.8E+64,4.1E+64
37,3.8E+09,9.2E+10,1.3E+12,1.3E+13,1.1E+14,7.6E+14,4.9E+15,2.9E+16,1.6E+17,8.2E+17,4.0E+18,1.8E+19,8.2E+19,3.5E+20,1.5E+21,5.9E+21,2.3E+22,8.9E+22,3.3E+23,1.2E+24,4.4E+24,1.5E+25,5.3E+25,1.8E+26,6.1E+26,2.0E+27,6.5E+27,2.1E+28,6.7E+28,2.1E+29,6.5E+29,2.0E+30,6.1E+30,1.8E+31,5.5E+31,1.6E+32,4.8E+32,1.4E+33,4.0E+33,1.1E+34,3.3E+34,9.2E+34,2.6E+35,7.2E+35,2.0E+36,5.5E+36,1.5E+37,4.1E+37,1.1E+38,3.0E+38,8.1E+38,2.2E+39,5.8E+39,1.5E+40,4.0E+40,1.1E+41,2.7E+41,7.1E+41,1.8E+42,4.8E+42,1.2E+43,3.1E+43,8.0E+43,2.0E+44,5.1E+44,1.3E+45,3.2E+45,8.1E+45,2.0E+46,5.1E+46,1.3E+47,3.1E+47,7.7E+47,1.9E+48,4.6E+48,1.1E+49,2.8E+49,6.8E+49,1.6E+50,4.0E+50,9.6E+50,2.3E+51,5.6E+51,1.3E+52,3.2E+52,7.7E+52,1.8E+53,4.3E+53,1.0E+54,2.4E+54,5.8E+54,1.4E+55,3.2E+55,7.6E+55,1.8E+56,4.1E+56,9.7E+56,2.3E+57,5.3E+57,1.2E+58,2.8E+58,6.6E+58,1.5E+59,3.5E+59,8.1E+59,1.9E+60,4.3E+60,9.9E+60,2.3E+61,5.2E+61,1.2E+62,2.7E+62,6.1E+62,1.4E+63,3.2E+63,7.2E+63,1.6E+64,3.7E+64,8.3E+64,1.9E+65
38,7.0E+09,1.7E+11,2.4E+12,2.5E+13,2.1E+14,1.6E+15,1.0E+16,6.1E+16,3.4E+17,1.8E+18,8.8E+18,4.1E+19,1.9E+20,8.1E+20,3.4E+21,1.4E+22,5.5E+22,2.1E+23,8.1E+23,3.0E+24,1.1E+25,3.9E+25,1.3E+26,4.6E+26,1.6E+27,5.2E+27,1.7E+28,5.6E+28,1.8E+29,5.7E+29,1.8E+30,5.5E+30,1.7E+31,5.1E+31,1.5E+32,4.6E+32,1.4E+33,4.0E+33,1.2E+34,3.4E+34,9.7E+34,2.8E+35,7.8E+35,2.2E+36,6.1E+36,1.7E+37,4.7E+37,1.3E+38,3.5E+38,9.5E+38,2.6E+39,6.9E+39,1.9E+40,4.9E+40,1.3E+41,3.4E+41,9.1E+41,2.4E+42,6.2E+42,1.6E+43,4.1E+43,1.1E+44,2.7E+44,7.0E+44,1.8E+45,4.5E+45,1.1E+46,2.9E+46,7.2E+46,1.8E+47,4.5E+47,1.1E+48,2.8E+48,6.9E+48,1.7E+49,4.2E+49,1.0E+50,2.5E+50,6.2E+50,1.5E+51,3.6E+51,8.8E+51,2.1E+52,5.2E+52,1.2E+53,3.0E+53,7.1E+53,1.7E+54,4.1E+54,9.7E+54,2.3E+55,5.5E+55,1.3E+56,3.1E+56,7.2E+56,1.7E+57,4.0E+57,9.3E+57,2.2E+58,5.1E+58,1.2E+59,2.8E+59,6.4E+59,1.5E+60,3.5E+60,8.0E+60,1.8E+61,4.3E+61,9.8E+61,2.2E+62,5.2E+62,1.2E+63,2.7E+63,6.2E+63,1.4E+64,3.2E+64,7.3E+64,1.7E+65,3.8E+65,8.5E+65
39,1.3E+10,3.3E+11,4.7E+12,4.9E+13,4.2E+14,3.2E+15,2.1E+16,1.3E+17,7.2E+17,3.8E+18,1.9E+19,9.2E+19,4.2E+20,1.9E+21,7.9E+21,3.3E+22,1.3E+23,5.1E+23,2.0E+24,7.3E+24,2.7E+25,9.6E+25,3.4E+26,1.2E+27,4.0E+27,1.4E+28,4.5E+28,1.5E+29,4.8E+29,1.5E+30,4.8E+30,1.5E+31,4.7E+31,1.4E+32,4.3E+32,1.3E+33,3.9E+33,1.1E+34,3.4E+34,9.8E+34,2.8E+35,8.1E+35,2.3E+36,6.6E+36,1.8E+37,5.2E+37,1.4E+38,4.0E+38,1.1E+39,3.0E+39,8.1E+39,2.2E+40,5.9E+40,1.6E+41,4.2E+41,1.1E+42,3.0E+42,7.8E+42,2.0E+43,5.3E+43,1.4E+44,3.6E+44,9.3E+44,2.4E+45,6.1E+45,1.6E+46,4.0E+46,1.0E+47,2.5E+47,6.4E+47,1.6E+48,4.0E+48,1.0E+49,2.5E+49,6.2E+49,1.5E+50,3.8E+50,9.3E+50,2.3E+51,5.6E+51,1.4E+52,3.3E+52,8.1E+52,2.0E+53,4.8E+53,1.1E+54,2.8E+54,6.6E+54,1.6E+55,3.8E+55,9.1E+55,2.2E+56,5.2E+56,1.2E+57,2.9E+57,6.8E+57,1.6E+58,3.8E+58,8.9E+58,2.1E+59,4.9E+59,1.1E+60,2.7E+60,6.2E+60,1.5E+61,3.4E+61,7.8E+61,1.8E+62,4.2E+62,9.7E+62,2.2E+63,5.1E+63,1.2E+64,2.7E+64,6.2E+64,1.4E+65,3.2E+65,7.4E+65,1.7E+66,3.8E+66
40,2.4E+10,6.2E+11,9.0E+12,9.7E+13,8.5E+14,6.4E+15,4.4E+16,2.7E+17,1.5E+18,8.3E+18,4.2E+19,2.0E+20,9.4E+20,4.2E+21,1.8E+22,7.6E+22,3.1E+23,1.2E+24,4.7E+24,1.8E+25,6.6E+25,2.4E+26,8.5E+26,3.0E+27,1.0E+28,3.5E+28,1.2E+29,3.9E+29,1.3E+30,4.1E+30,1.3E+31,4.1E+31,1.3E+32,3.9E+32,1.2E+33,3.7E+33,1.1E+34,3.3E+34,9.7E+34,2.8E+35,8.3E+35,2.4E+36,6.9E+36,2.0E+37,5.5E+37,1.6E+38,4.4E+38,1.2E+39,3.4E+39,9.3E+39,2.5E+40,6.9E+40,1.9E+41,5.0E+41,1.4E+42,3.6E+42,9.6E+42,2.5E+43,6.7E+43,1.8E+44,4.6E+44,1.2E+45,3.1E+45,8.1E+45,2.1E+46,5.3E+46,1.4E+47,3.5E+47,8.8E+47,2.2E+48,5.7E+48,1.4E+49,3.6E+49,8.9E+49,2.2E+50,5.6E+50,1.4E+51,3.4E+51,8.4E+51,2.1E+52,5.1E+52,1.2E+53,3.0E+53,7.4E+53,1.8E+54,4.4E+54,1.1E+55,2.6E+55,6.1E+55,1.5E+56,3.5E+56,8.5E+56,2.0E+57,4.8E+57,1.2E+58,2.7E+58,6.5E+58,1.5E+59,3.6E+59,8.5E+59,2.0E+60,4.7E+60,1.1E+61,2.6E+61,6.0E+61,1.4E+62,3.3E+62,7.6E+62,1.8E+63,4.1E+63,9.5E+63,2.2E+64,5.1E+64,1.2E+65,2.7E+65,6.2E+65,1.4E+66,3.2E+66,7.4E+66,1.7E+67
41,4.4E+10,1.2E+12,1.7E+13,1.9E+14,1.7E+15,1.3E+16,9.0E+16,5.6E+17,3.3E+18,1.8E+19,9.2E+19,4.5E+20,2.1E+21,9.5E+21,4.2E+22,1.8E+23,7.2E+23,2.9E+24,1.1E+25,4.3E+25,1.6E+26,5.9E+26,2.1E+27,7.5E+27,2.6E+28,8.9E+28,3.0E+29,1.0E+30,3.3E+30,1.1E+31,3.5E+31,1.1E+32,3.5E+32,1.1E+33,3.3E+33,1.0E+34,3.1E+34,9.2E+34,2.8E+35,8.1E+35,2.4E+36,7.0E+36,2.0E+37,5.8E+37,1.6E+38,4.7E+38,1.3E+39,3.7E+39,1.0E+40,2.9E+40,7.9E+40,2.2E+41,5.9E+41,1.6E+42,4.3E+42,1.2E+43,3.1E+43,8.2E+43,2.2E+44,5.8E+44,1.5E+45,4.0E+45,1.0E+46,2.7E+46,7.0E+46,1.8E+47,4.7E+47,1.2E+48,3.1E+48,7.8E+48,2.0E+49,5.0E+49,1.3E+50,3.2E+50,8.0E+50,2.0E+51,5.0E+51,1.2E+52,3.1E+52,7.6E+52,1.9E+53,4.6E+53,1.1E+54,2.8E+54,6.8E+54,1.6E+55,4.0E+55,9.7E+55,2.4E+56,5.7E+56,1.4E+57,3.3E+57,7.9E+57,1.9E+58,4.5E+58,1.1E+59,2.6E+59,6.1E+59,1.4E+60,3.4E+60,8.1E+60,1.9E+61,4.5E+61,1.1E+62,2.5E+62,5.8E+62,1.4E+63,3.2E+63,7.4E+63,1.7E+64,4.0E+64,9.3E+64,2.2E+65,5.0E+65,1.2E+66,2.7E+66,6.1E+66,1.4E+67,3.2E+67,7.4E+67
